episode,reward,steps,success,epsilon
0,-55.4556,999,0,1.00000
1,-57.5000,999,0,0.99700
2,-56.8778,999,0,0.99401
3,-55.2778,999,0,0.99103
4,-57.4111,999,0,0.98805
5,-55.5444,999,0,0.98509
6,-55.3667,999,0,0.98213
7,-53.3222,999,0,0.97919
8,-53.1444,999,0,0.97625
9,-53.5000,999,0,0.97332
10,-54.3000,999,0,0.97040
11,-53.9444,999,0,0.96749
12,-53.2333,999,0,0.96459
13,-52.2556,999,0,0.96169
14,-52.9667,999,0,0.95881
15,-52.1667,999,0,0.95593
16,-52.9667,999,0,0.95307
17,-52.7000,999,0,0.95021
18,-53.1444,999,0,0.94736
19,-52.6111,999,0,0.94451
20,-52.1667,999,0,0.94168
21,-53.7667,999,0,0.93885
22,-51.8111,999,0,0.93604
23,-54.3000,999,0,0.93323
24,-52.1667,999,0,0.93043
25,-53.5889,999,0,0.92764
26,-53.6778,999,0,0.92486
27,-51.1889,999,0,0.92208
28,-50.8333,999,0,0.91932
29,-51.0111,999,0,0.91656
30,-51.7222,999,0,0.91381
31,-50.6556,999,0,0.91107
32,50.7000,893,1,0.90833
33,-53.2333,999,0,0.90561
34,-51.1000,999,0,0.90289
35,-53.5000,999,0,0.90018
36,-51.9889,999,0,0.89748
37,-49.6778,999,0,0.89479
38,-49.9444,999,0,0.89211
39,-49.4111,999,0,0.88943
40,-50.9222,999,0,0.88676
41,-50.2111,999,0,0.88410
42,-52.3444,999,0,0.88145
43,-51.5444,999,0,0.87880
44,-51.3667,999,0,0.87617
45,-49.6778,999,0,0.87354
46,-49.7667,999,0,0.87092
47,-50.1222,999,0,0.86831
48,-49.9444,999,0,0.86570
49,-48.9667,999,0,0.86310
50,-47.2778,999,0,0.86051
51,-45.3222,999,0,0.85793
52,-49.1444,999,0,0.85536
53,-49.5889,999,0,0.85279
54,-48.0778,999,0,0.85023
55,-48.6111,999,0,0.84768
56,-49.0556,999,0,0.84514
57,-48.4333,999,0,0.84260
58,-46.9222,999,0,0.84008
59,-49.5000,999,0,0.83756
60,-46.4778,999,0,0.83504
61,-46.7444,999,0,0.83254
62,-49.0556,999,0,0.83004
63,62.5667,713,1,0.82755
64,-47.3667,999,0,0.82507
65,-45.7667,999,0,0.82259
66,-52.3444,999,0,0.82013
67,-46.4778,999,0,0.81767
68,-48.7889,999,0,0.81521
69,-45.6778,999,0,0.81277
70,-46.2111,999,0,0.81033
71,-48.6111,999,0,0.80790
72,-42.1222,999,0,0.80547
73,-46.6556,999,0,0.80306
74,-46.2111,999,0,0.80065
75,-44.7000,999,0,0.79825
76,-46.8333,999,0,0.79585
77,-46.9222,999,0,0.79346
78,-45.0556,999,0,0.79108
79,-48.1667,999,0,0.78871
80,57.4889,922,1,0.78634
81,-44.9667,999,0,0.78399
82,-44.9667,999,0,0.78163
83,-46.7444,999,0,0.77929
84,-44.1667,999,0,0.77695
85,-43.9889,999,0,0.77462
86,-44.1667,999,0,0.77230
87,-45.3222,999,0,0.76998
88,-44.7889,999,0,0.76767
89,-44.6111,999,0,0.76537
90,-45.6778,999,0,0.76307
91,-46.3000,999,0,0.76078
92,-45.6778,999,0,0.75850
93,-42.8333,999,0,0.75622
94,-45.2333,999,0,0.75395
95,-44.1667,999,0,0.75169
96,-43.6333,999,0,0.74944
97,-43.9000,999,0,0.74719
98,-45.4111,999,0,0.74495
99,-42.0333,999,0,0.74271
100,-42.4778,999,0,0.74048
101,-42.7444,999,0,0.73826
102,-40.7889,999,0,0.73605
103,-43.3667,999,0,0.73384
104,-44.7000,999,0,0.73164
105,-42.0333,999,0,0.72944
106,-43.1889,999,0,0.72726
107,-41.5889,999,0,0.72507
108,-41.6778,999,0,0.72290
109,72.4778,669,1,0.72073
110,-42.6556,999,0,0.71857
111,-43.2778,999,0,0.71641
112,-43.5444,999,0,0.71426
113,-43.2778,999,0,0.71212
114,66.4667,730,1,0.70998
115,-41.1444,999,0,0.70785
116,-43.0111,999,0,0.70573
117,-43.4556,999,0,0.70361
118,-41.7667,999,0,0.70150
119,-42.2111,999,0,0.69940
120,-39.9889,999,0,0.69730
121,-43.6333,999,0,0.69521
122,-43.3667,999,0,0.69312
123,-39.9000,999,0,0.69104
124,-41.7667,999,0,0.68897
125,-44.7889,999,0,0.68690
126,-41.3222,999,0,0.68484
127,-40.4333,999,0,0.68279
128,-42.3889,999,0,0.68074
129,-40.7000,999,0,0.67870
130,-38.0333,999,0,0.67666
131,-43.8111,999,0,0.67463
132,81.4889,442,1,0.67261
133,-41.2333,999,0,0.67059
134,73.2667,686,1,0.66858
135,-40.9667,999,0,0.66657
136,-39.7222,999,0,0.66457
137,-39.4556,999,0,0.66258
138,-39.8111,999,0,0.66059
139,-38.7444,999,0,0.65861
140,-38.9222,999,0,0.65663
141,-39.8111,999,0,0.65466
142,-38.2111,999,0,0.65270
143,-39.4556,999,0,0.65074
144,61.8889,982,1,0.64879
145,-39.1889,999,0,0.64684
146,-39.6333,999,0,0.64490
147,-38.2111,999,0,0.64297
148,-41.2333,999,0,0.64104
149,-40.1667,999,0,0.63911
150,-39.3667,999,0,0.63720
151,-39.6333,999,0,0.63529
152,-40.7000,999,0,0.63338
153,-37.8556,999,0,0.63148
154,-40.6111,999,0,0.62959
155,-39.8111,999,0,0.62770
156,74.5444,675,1,0.62581
157,-40.3444,999,0,0.62394
158,-40.4333,999,0,0.62206
159,-41.0556,999,0,0.62020
160,-38.3000,999,0,0.61834
161,-37.4111,999,0,0.61648
162,-37.8556,999,0,0.61463
163,-40.1667,999,0,0.61279
164,-38.7444,999,0,0.61095
165,-37.7667,999,0,0.60912
166,-38.9222,999,0,0.60729
167,-37.7667,999,0,0.60547
168,-38.2111,999,0,0.60365
169,-36.1667,999,0,0.60184
170,-36.1667,999,0,0.60004
171,-38.1222,999,0,0.59824
172,-37.5889,999,0,0.59644
173,-35.6333,999,0,0.59465
174,-38.6556,999,0,0.59287
175,-37.5000,999,0,0.59109
176,-35.3667,999,0,0.58932
177,-36.9667,999,0,0.58755
178,73.5111,704,1,0.58578
179,-37.9444,999,0,0.58403
180,-37.9444,999,0,0.58228
181,-35.9000,999,0,0.58053
182,-36.3444,999,0,0.57879
183,-38.3889,999,0,0.57705
184,64.8778,945,1,0.57532
185,-38.0333,999,0,0.57359
186,-35.5444,999,0,0.57187
187,-35.9889,999,0,0.57016
188,-37.5000,999,0,0.56845
189,-37.0556,999,0,0.56674
190,-37.1444,999,0,0.56504
191,-37.4111,999,0,0.56335
192,-38.1222,999,0,0.56166
193,-38.3889,999,0,0.55997
194,-37.2333,999,0,0.55829
195,83.4222,476,1,0.55662
196,-34.0333,999,0,0.55495
197,60.6222,992,1,0.55328
198,83.4889,430,1,0.55162
199,68.3444,809,1,0.54997
200,-36.8778,999,0,0.54832
201,-35.8111,999,0,0.54667
202,-35.6333,999,0,0.54503
203,-35.6333,999,0,0.54340
204,-33.9444,999,0,0.54177
205,-37.0556,999,0,0.54014
206,-35.4556,999,0,0.53852
207,-35.2778,999,0,0.53691
208,-33.9444,999,0,0.53529
209,-34.1222,999,0,0.53369
210,-33.8556,999,0,0.53209
211,-35.8111,999,0,0.53049
212,-33.8556,999,0,0.52890
213,-36.4333,999,0,0.52731
214,-36.4333,999,0,0.52573
215,-33.5000,999,0,0.52415
216,-36.1667,999,0,0.52258
217,-35.5444,999,0,0.52101
218,-33.3222,999,0,0.51945
219,69.4444,878,1,0.51789
220,70.4333,837,1,0.51634
221,-34.4778,999,0,0.51479
222,80.7667,515,1,0.51325
223,76.6778,619,1,0.51171
224,-34.5667,999,0,0.51017
225,-35.5444,999,0,0.50864
226,-36.8778,999,0,0.50711
227,72.0000,840,1,0.50559
228,-35.7222,999,0,0.50408
229,66.7778,950,1,0.50256
230,-34.6556,999,0,0.50106
231,-33.3222,999,0,0.49955
232,-33.7667,999,0,0.49805
233,-32.7889,999,0,0.49656
234,67.7222,953,1,0.49507
235,-34.8333,999,0,0.49359
236,-36.1667,999,0,0.49210
237,-32.2556,999,0,0.49063
238,-38.0333,999,0,0.48916
239,-31.5444,999,0,0.48769
240,74.5444,723,1,0.48623
241,-34.1222,999,0,0.48477
242,75.4556,689,1,0.48331
243,-33.6778,999,0,0.48186
244,-35.1889,999,0,0.48042
245,-35.1889,999,0,0.47898
246,-34.2111,999,0,0.47754
247,-33.7667,999,0,0.47611
248,-31.4556,999,0,0.47468
249,-33.3222,999,0,0.47325
250,-35.5444,999,0,0.47183
251,-32.4333,999,0,0.47042
252,-33.8556,999,0,0.46901
253,-34.5667,999,0,0.46760
254,-34.5667,999,0,0.46620
255,-30.9222,999,0,0.46480
256,-34.8333,999,0,0.46340
257,-33.0556,999,0,0.46201
258,-34.0333,999,0,0.46063
259,-34.4778,999,0,0.45925
260,-32.0778,999,0,0.45787
261,-31.4556,999,0,0.45650
262,75.9667,707,1,0.45513
263,-31.8111,999,0,0.45376
264,-35.0111,999,0,0.45240
265,-33.3222,999,0,0.45104
266,-31.9000,999,0,0.44969
267,-32.2556,999,0,0.44834
268,-31.3667,999,0,0.44699
269,-32.7000,999,0,0.44565
270,-35.1889,999,0,0.44432
271,-33.4111,999,0,0.44298
272,-37.0556,999,0,0.44165
273,67.9667,987,1,0.44033
274,-33.2333,999,0,0.43901
275,-32.5222,999,0,0.43769
276,73.3556,798,1,0.43638
277,-33.5889,999,0,0.43507
278,-33.4111,999,0,0.43376
279,-34.7444,999,0,0.43246
280,-33.2333,999,0,0.43117
281,-32.7889,999,0,0.42987
282,-34.9222,999,0,0.42858
283,-34.8333,999,0,0.42730
284,-30.8333,999,0,0.42602
285,-33.5000,999,0,0.42474
286,-31.9000,999,0,0.42346
287,-31.5444,999,0,0.42219
288,-32.7889,999,0,0.42093
289,-31.1000,999,0,0.41966
290,-33.5889,999,0,0.41840
291,-32.9667,999,0,0.41715
292,70.5111,902,1,0.41590
293,71.2000,808,1,0.41465
294,-31.6333,999,0,0.41341
295,-30.7444,999,0,0.41217
296,-30.6556,999,0,0.41093
297,-31.6333,999,0,0.40970
298,-34.2111,999,0,0.40847
299,68.8778,993,1,0.40724
300,-38.7444,999,0,0.40602
301,-32.6111,999,0,0.40480
302,-33.5889,999,0,0.40359
303,-32.7889,999,0,0.40238
304,-33.3222,999,0,0.40117
305,-33.1444,999,0,0.39997
306,-30.7444,999,0,0.39877
307,-30.2111,999,0,0.39757
308,-28.7000,999,0,0.39638
309,-30.9222,999,0,0.39519
310,-29.8556,999,0,0.39400
311,-29.6778,999,0,0.39282
312,-30.3000,999,0,0.39164
313,-34.5667,999,0,0.39047
314,-39.2778,999,0,0.38930
315,70.0222,874,1,0.38813
316,72.8778,809,1,0.38696
317,-34.5667,999,0,0.38580
318,-32.1667,999,0,0.38465
319,-31.7222,999,0,0.38349
320,-33.3222,999,0,0.38234
321,-32.1667,999,0,0.38119
322,-32.7889,999,0,0.38005
323,-32.7889,999,0,0.37891
324,-30.2111,999,0,0.37777
325,-30.3889,999,0,0.37664
326,-31.9000,999,0,0.37551
327,-31.3667,999,0,0.37438
328,-31.6333,999,0,0.37326
329,-31.1000,999,0,0.37214
330,-28.8778,999,0,0.37102
331,84.9111,518,1,0.36991
332,70.0444,936,1,0.36880
333,-31.1889,999,0,0.36769
334,-32.3444,999,0,0.36659
335,78.8444,648,1,0.36549
336,-31.4556,999,0,0.36440
337,79.7333,552,1,0.36330
338,-33.5000,999,0,0.36221
339,79.2333,557,1,0.36113
340,-36.9667,999,0,0.36004
341,-31.2778,999,0,0.35896
342,68.0556,947,1,0.35789
343,-30.2111,999,0,0.35681
344,-38.9222,999,0,0.35574
345,72.9333,708,1,0.35467
346,-36.0778,999,0,0.35361
347,-34.2111,999,0,0.35255
348,75.8000,706,1,0.35149
349,-31.1000,999,0,0.35044
350,-33.5000,999,0,0.34939
351,85.4000,474,1,0.34834
352,73.4222,792,1,0.34729
353,-31.9889,999,0,0.34625
354,-34.8333,999,0,0.34521
355,-33.9444,999,0,0.34418
356,-30.8333,999,0,0.34314
357,78.3778,650,1,0.34211
